filename,xmin,ymin,xmax,ymax,frame
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,596,266,726,415,19
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,451,272,597,451,19
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,787,335,900,402,19
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,594,266,725,416,19
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,991,344,1116,407,19
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1026,368,1253,492,19
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,844,364,1025,487,19
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,786,314,856,368,20
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,437,263,589,428,20
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,815,338,912,398,20
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1082,368,1280,441,20
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,597,261,730,419,20
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1027,344,1141,408,20
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,872,361,1069,511,20
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,786,314,857,368,21
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,437,263,589,428,21
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,815,338,913,398,21
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1082,368,1280,441,21
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1027,344,1141,408,21
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,597,261,730,419,21
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,872,361,1069,511,21
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,786,314,857,368,22
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,437,262,592,429,22
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,815,338,913,398,22
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1082,368,1280,441,22
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1027,344,1141,408,22
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,597,261,730,419,22
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,872,361,1069,511,22
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,820,306,939,379,23
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,598,264,735,435,23
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,861,294,972,351,23
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,812,338,942,406,23
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,46,525,117,647,23
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,421,262,581,426,23
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1041,349,1183,420,23
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,597,262,735,433,23
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,928,388,1131,499,23
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,818,306,939,381,24
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,861,293,974,351,24
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,808,334,948,406,24
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,597,264,735,435,24
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,46,525,117,647,24
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,422,262,581,426,24
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,597,262,735,433,24
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1041,349,1183,420,24
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,929,388,1131,498,24
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,798,320,870,377,25
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,861,302,961,352,25
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1065,354,1230,433,25
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,931,386,1203,523,25
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,817,346,962,422,25
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,393,208,568,432,25
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,824,346,960,420,25
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,929,386,1204,523,25
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,599,266,741,437,25
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,862,302,962,352,26
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1065,354,1230,432,26
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,931,386,1203,523,26
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,816,346,962,422,26
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,394,208,569,432,26
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,824,347,959,420,26
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,929,386,1204,523,26
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,599,266,741,436,26
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,862,302,962,352,27
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1065,354,1230,432,27
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,931,386,1203,523,27
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,817,346,962,422,27
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,394,208,564,432,27
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,824,347,959,420,27
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,929,386,1204,523,27
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,599,266,741,436,27
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,952,335,1230,411,28
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,841,344,980,420,28
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,358,245,519,434,28
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,967,356,1280,572,28
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,609,266,746,435,28
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,952,335,1229,411,29
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,841,343,980,420,29
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,359,245,519,433,29
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,967,356,1280,572,29
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,609,266,746,435,29
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,952,335,1229,411,30
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,839,343,980,420,30
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,356,242,519,435,30
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,967,356,1280,572,30
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,609,266,746,435,30
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,869,304,1005,361,31
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,372,227,577,440,31
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1062,372,1280,529,31
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,743,321,809,377,31
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,5,191,287,619,31
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,832,383,1012,472,31
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1084,358,1271,417,31
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,611,268,750,426,31
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,372,228,580,440,32
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1063,371,1280,529,32
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,744,320,809,376,32
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,5,191,287,620,32
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1085,358,1271,417,32
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,832,383,1012,471,32
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,612,269,750,426,32
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,845,355,1048,459,33
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,746,316,811,356,33
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,356,237,494,437,33
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1,146,312,688,33
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,616,269,752,425,33
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1109,360,1279,522,33
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,845,355,1048,459,34
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,746,316,811,356,34
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,356,236,494,437,34
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1,146,313,689,34
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1109,360,1279,523,34
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,616,268,752,425,34
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,845,356,1048,459,35
