filename,xmin,ymin,xmax,ymax,frame
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,250,229,270,291,166
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,324,352,646,483,166
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,726,247,899,438,166
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1200,277,1237,348,166
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,270,359,629,496,167
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,501,336,658,398,167
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1064,306,1090,363,167
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1106,346,1177,501,167
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1193,274,1231,352,167
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,725,245,903,438,167
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1064,306,1090,363,168
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1106,346,1177,501,168
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1193,274,1231,352,168
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,725,245,902,439,168
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,502,336,658,396,169
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1064,307,1090,363,169
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1106,346,1177,501,169
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1193,274,1231,352,169
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,725,245,903,439,169
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1059,317,1082,366,170
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,725,248,895,434,170
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,468,341,640,430,170
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,727,241,902,438,170
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,208,362,513,518,170
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1059,317,1082,366,171
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,726,248,895,435,171
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,468,341,640,430,171
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,728,241,902,439,171
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,208,363,512,518,171
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,429,344,615,431,172
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1051,310,1076,371,172
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1126,337,1208,483,172
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,726,243,898,434,172
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,127,362,464,544,172
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,429,344,615,432,173
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1050,309,1076,371,173
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1126,336,1208,493,173
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,727,239,901,435,173
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,127,363,464,544,173
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,429,344,615,432,174
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1050,309,1076,371,174
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1126,336,1208,492,174
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,727,239,900,435,174
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,127,363,464,544,174
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,382,348,591,443,175
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1044,308,1073,377,175
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,38,373,428,564,175
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,725,243,899,436,175
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1151,316,1249,548,175
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,382,348,591,443,176
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1044,307,1073,377,176
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,37,373,428,564,176
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,725,242,899,436,176
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1151,316,1249,548,176
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,391,347,594,444,177
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1044,307,1073,377,177
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,37,373,428,564,177
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,725,243,899,437,177
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1151,316,1249,548,177
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,0,382,378,543,178
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,0,380,392,549,178
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,725,244,893,438,178
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,0,382,378,543,179
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,0,380,392,549,179
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,725,244,892,438,179
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1150,289,1178,364,180
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1031,321,1065,383,180
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,3,401,351,562,180
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,276,356,547,485,180
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,724,238,893,439,180
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1150,289,1178,364,181
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1031,321,1065,383,181
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,3,401,351,562,181
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,276,356,547,485,181
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,724,238,893,439,181
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1150,289,1178,364,182
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1031,321,1065,383,182
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,3,401,352,562,182
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,276,356,547,485,182
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,724,239,893,439,182
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,922,295,961,317,183
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1025,327,1060,388,183
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,216,359,532,491,183
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,2,407,310,701,183
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,725,255,889,438,183
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,922,295,961,317,184
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1025,327,1060,388,184
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,216,359,532,491,184
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,2,407,310,701,184
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,725,255,889,437,184
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,922,295,961,317,185
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1025,327,1060,388,185
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,216,359,531,492,185
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,2,407,310,701,185
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,725,255,889,437,185
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,152,368,485,511,186
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1024,333,1054,394,186
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1134,293,1166,377,186
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,726,262,889,437,186
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1024,332,1054,394,187
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1134,293,1166,377,187
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,726,262,889,437,187
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,890,301,990,346,188
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,77,377,459,537,188
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1120,298,1164,386,188
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,722,268,882,444,188
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,889,301,990,346,189
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,77,377,459,537,189
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1120,298,1164,386,189
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,722,268,882,445,189
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,889,301,990,346,190
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,77,377,459,537,190
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1120,298,1164,386,190
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,722,268,882,445,190
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,4,382,419,612,191
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1116,304,1156,389,191
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,725,271,884,443,191
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,954,224,1068,351,192
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,4,381,420,625,192
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1116,304,1156,389,192
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,725,271,884,442,192
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,953,224,1068,353,193
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,4,381,420,624,193
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1116,304,1156,389,193
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,726,271,884,442,193
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,947,321,983,354,194
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1017,308,1048,408,194
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,2,390,357,668,194
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,724,275,879,444,194
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1111,301,1142,394,194
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,947,321,982,353,195
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1017,308,1048,409,195
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,0,393,369,677,195
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,724,275,879,444,195
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1111,301,1142,394,195
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,502,291,595,343,196
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,934,327,976,364,196
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,724,277,873,440,196
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,0,412,330,705,196
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,724,279,875,442,196
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1105,307,1137,401,196
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,934,327,976,364,197
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,724,277,873,440,197
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,0,412,330,705,197
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,725,279,875,442,197
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1105,307,1137,401,197
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,934,327,976,364,198
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,724,277,873,440,198
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,0,412,330,705,198
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,725,279,874,442,198
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1105,307,1137,401,198
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,954,294,1016,361,199
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1015,224,1102,395,199
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,926,326,967,359,199
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,726,276,878,441,199
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,724,274,876,439,199
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1092,300,1139,407,199
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1,429,272,707,199
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,954,293,1016,361,200
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1015,225,1102,395,200
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,925,326,967,359,200
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,726,276,878,440,200
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1092,301,1139,407,200
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,724,274,877,439,200
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1,429,272,707,200
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,954,293,1016,360,201
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1015,225,1102,396,201
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,926,326,967,359,201
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,726,280,878,444,201
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1092,301,1139,407,201
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,724,274,877,439,201
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1,429,272,707,201
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1086,303,1145,406,202
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,728,273,878,431,202
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1086,303,1145,406,203
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,727,272,878,431,203
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1090,297,1128,405,204
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,880,324,952,367,204
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,908,321,952,356,204
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,729,267,882,435,204
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1090,297,1127,405,205
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,879,324,952,367,205
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,908,321,952,356,205
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,729,267,882,435,205
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1090,297,1127,405,206
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,879,324,952,368,206
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,908,321,952,356,206
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,729,267,883,435,206
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1008,305,1067,346,207
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,880,323,948,365,207
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,730,263,881,433,207
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,731,262,883,433,207
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1090,292,1124,407,207
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1008,305,1067,346,208
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,881,323,948,365,208
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,730,263,881,434,208
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,731,262,883,434,208
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1090,292,1124,407,208
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1008,305,1067,346,209
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,881,322,948,364,209
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,730,263,881,434,209
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,731,262,883,434,209
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1090,292,1124,407,209
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,927,283,992,358,210
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1006,307,1058,348,210
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1087,297,1130,417,210
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,875,321,940,370,210
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,734,262,879,431,210
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,927,283,992,358,211
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1006,307,1058,348,211
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1087,297,1131,417,211
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,874,321,940,370,211
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,734,262,878,431,211
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,655,311,702,331,212
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,591,319,649,342,212
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,921,286,987,362,212
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,733,266,876,434,212
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,734,267,875,435,212
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,872,324,934,366,212
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,655,311,702,331,213
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,591,319,649,342,213
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,921,286,987,362,213
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,733,266,876,434,213
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,734,267,875,435,213
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,872,324,934,366,213
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,655,310,701,332,214
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,591,319,649,342,214
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,921,286,987,362,214
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,733,267,876,434,214
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,734,267,875,435,214
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,872,324,934,366,214
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1042,255,1126,353,215
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,917,290,986,366,215
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,738,271,872,426,215
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,870,328,925,374,215
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,737,270,871,424,215
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1042,255,1126,354,216
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,917,290,986,366,216
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,738,271,871,425,216
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,870,328,925,374,216
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,737,270,871,423,216
vlc_record_2022_03_12_18h28m44s_Y2Mate_is_Thermal_Imager_on_Car.mp4,1042,255,1126,353,217
